id,tweet,emotion,intensity,cleaned_tweet,tokens,y_train_encoded
11537,@Kailyew hahah tiff sent me that tooðŸ˜‚,anger,0.208,hahah tiff send,"['hahah', 'tiff', 'send']",0
21932,Another day Another flight ðŸ™ˆ  I swear my last ever @easyjet flight!!!! You take the LOVE out of flying #easyjet #horrific #alwaysdelayed,fear,0.646,another day another flight swear last ever flight take love fly easyjet horrific alwaysdelayed,"['another', 'day', 'another', 'flight', 'swear', 'last', 'ever', 'flight', 'take', 'love', 'fly', 'easyjet', 'horrific', 'alwaysdelayed']",1
40173,"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, #sad",sadness,0.667,terencecutcher tulsa man onthe helicopter say look like bad dude problem see black see bad sad,"['terencecutcher', 'tulsa', 'man', 'onthe', 'helicopter', 'say', 'look', 'like', 'bad', 'dude', 'problem', 'see', 'black', 'see', 'bad', 'sad']",3
20214,Idk if it's hella hot in here or I'm nervous,fear,0.68,idk hella hot im nervous,"['idk', 'hella', 'hot', 'im', 'nervous']",1
30653,Stack up with porthole under way heyday through worthy of faith bull's-eye transportation services: moM,joy,0.32,stack porthole way heyday worthy faith bullseye transportation service mom,"['stack', 'porthole', 'way', 'heyday', 'worthy', 'faith', 'bullseye', 'transportation', 'service', 'mom']",2
30204,the fact everyone is selling their kanye tickets or are buying them for less than $50 is unbelievably hilarious to me,joy,0.646,fact everyone sell kanye ticket buy less unbelievably hilarious,"['fact', 'everyone', 'sell', 'kanye', 'ticket', 'buy', 'less', 'unbelievably', 'hilarious']",2
10594,#welfarereform should not be a 'model' for .,anger,0.417,welfarereform model,"['welfarereform', 'model']",0
40887,@Beakmoo hmmmm...you may have a point... I thought Twitter had got dull ðŸ˜‚. LAMINATION,sadness,0.542,hmmmmyou may point think twitter get dull lamination,"['hmmmmyou', 'may', 'point', 'think', 'twitter', 'get', 'dull', 'lamination']",3
30464,Watch this amazing live.ly broadcast by @__.mila.__  #musically,joy,0.458,watch amazing lively broadcast mila musically,"['watch', 'amazing', 'lively', 'broadcast', 'mila', 'musically']",2
11635,This makes things easier and compact and less fiery or burdened by the weight of sexuality. One releases in the transmutation,anger,0.198,make thing easy compact less fiery burden weight sexuality one release transmutation,"['make', 'thing', 'easy', 'compact', 'less', 'fiery', 'burden', 'weight', 'sexuality', 'one', 'release', 'transmutation']",0
40166,Can we go back 2 weeks and start again ?? This is seriously dreadful,sadness,0.667,go back week start seriously dreadful,"['go', 'back', 'week', 'start', 'seriously', 'dreadful']",3
40197,#RIPKara i could have seen her at a local mall or any school football games. im disheartened,sadness,0.646,ripkara could see local mall school football game im dishearten,"['ripkara', 'could', 'see', 'local', 'mall', 'school', 'football', 'game', 'im', 'dishearten']",3
31470,My ukulele bag has fallen apart. ðŸ˜ WELLL AT LEAST my life hasn't yet!! #optimism,joy,0.208,ukulele bag fall apart welll least life hasnt yet optimism,"['ukulele', 'bag', 'fall', 'apart', 'welll', 'least', 'life', 'hasnt', 'yet', 'optimism']",2
20738,#nobody #understand what #advocate mean if you do then use it #right #never be #afraid so #positive word is. I can that is #POWERFUL,fear,0.417,nobody understand advocate mean use right never afraid positive word powerful,"['nobody', 'understand', 'advocate', 'mean', 'use', 'right', 'never', 'afraid', 'positive', 'word', 'powerful']",1
30320,"@5ftanomaly aside from that i'm all about pleasing the individual that i'm involved with, my pleasure comes from their pleasure.",joy,0.558,aside im please individual im involve pleasure come pleasure,"['aside', 'im', 'please', 'individual', 'im', 'involve', 'pleasure', 'come', 'pleasure']",2
21848,@PridefulSamurai horrible things,fear,0.73,horrible thing,"['horrible', 'thing']",1
41509,"... Huh. Perhaps... Because we're both so dreary, we get along well?",sadness,0.542,huh perhaps dreary get along well,"['huh', 'perhaps', 'dreary', 'get', 'along', 'well']",3
40571,@patthemanager how could I work with @chancetherapper . ? #serious,sadness,0.354,could work serious,"['could', 'work', 'serious']",3
20900,@mr_HAAAAN wow inadvertently horrible puns is definitely my thing,fear,0.333,wow inadvertently horrible pun definitely thing,"['wow', 'inadvertently', 'horrible', 'pun', 'definitely', 'thing']",1
30148,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny #lol ",joy,0.688,man know juggle didnt ball itn funny pun punny lol,"['man', 'know', 'juggle', 'didnt', 'ball', 'itn', 'funny', 'pun', 'punny', 'lol']",2
21888,"If a cop is going to pull a gun on you for no reason at all and threaten you, you should be able to merk his ass and walk away.",fear,0.542,cop go pull gun reason threaten able merk walk away,"['cop', 'go', 'pull', 'gun', 'reason', 'threaten', 'able', 'merk', 'walk', 'away']",1
30440,Queen Bey will be smiling over sixth this afternoon,joy,0.479,queen bey smile sixth afternoon,"['queen', 'bey', 'smile', 'sixth', 'afternoon']",2
30959,"Luis Ortiz ducked by Ustinov which means fights off, and he left @GoldenBoyBoxing future not looking to bright for Ortiz #boxing",joy,0.288,luis ortiz duck ustinov mean fight leave future look bright ortiz boxing,"['luis', 'ortiz', 'duck', 'ustinov', 'mean', 'fight', 'leave', 'future', 'look', 'bright', 'ortiz', 'boxing']",2
22151,hi berniebrocialists of all genders: if I lived in a swingish state I would w/o hesitation vote Clinton &amp; would do so w/o 'supporting' her,fear,0.336,hi berniebrocialists gender live swingish state would wo hesitation vote clinton amp would wo support,"['hi', 'berniebrocialists', 'gender', 'live', 'swingish', 'state', 'would', 'wo', 'hesitation', 'vote', 'clinton', 'amp', 'would', 'wo', 'support']",1
10990,@NewAgeInsiders @ChaoticWrestlin @davienne_long make sure you tell them how scared you are #revenge ðŸ™ŒðŸ¼ðŸ™ŒðŸ¼,anger,0.5,make sure tell scared revenge,"['make', 'sure', 'tell', 'scared', 'revenge']",0
22251,and claimed that all of the same things could scare us\nbut we were tough because of ancestry,fear,0.542,claim thing could scare usnbut tough ancestry,"['claim', 'thing', 'could', 'scare', 'usnbut', 'tough', 'ancestry']",1
20870,One more step in long work #visa process is over. Relief. Onto next step. #expat ,fear,0.354,one step long work visa process relief onto next step expat,"['one', 'step', 'long', 'work', 'visa', 'process', 'relief', 'onto', 'next', 'step', 'expat']",1
40816,@trashcami this cured my depression,sadness,0.34,cure depression,"['cure', 'depression']",3
20068,im literally shaking bc im nervous and bc its fucking cold oh how i love life,fear,0.833,im literally shake bc im nervous bc fuck cold oh love life,"['im', 'literally', 'shake', 'bc', 'im', 'nervous', 'bc', 'fuck', 'cold', 'oh', 'love', 'life']",1
21527,"Does this blow your mind as much as it blew mine, or did I just sexually harass someone? #WHOA #Mindblown #huh #setback #fright #madashell ðŸ˜‚",fear,0.667,blow mind much blow mine sexually harass someone whoa mindblown huh setback fright madashell,"['blow', 'mind', 'much', 'blow', 'mine', 'sexually', 'harass', 'someone', 'whoa', 'mindblown', 'huh', 'setback', 'fright', 'madashell']",1
22029,Ask yourself every day: \nam I ruled by fear and hatred \nor am I ruled by love and the sacred?,fear,0.417,ask every day nam rule fear hatred rule love sacred,"['ask', 'every', 'day', 'nam', 'rule', 'fear', 'hatred', 'rule', 'love', 'sacred']",1
30000,Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much #hilarious,joy,0.98,get back see burslem amazing face still hurt laugh much hilarious,"['get', 'back', 'see', 'burslem', 'amazing', 'face', 'still', 'hurt', 'laugh', 'much', 'hilarious']",2
10081,So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted #offended,anger,0.729,indian uber driver call someone n word wasnt move vehicle id jump disgust offend,"['indian', 'uber', 'driver', 'call', 'someone', 'n', 'word', 'wasnt', 'move', 'vehicle', 'id', 'jump', 'disgust', 'offend']",0
22063,Was actually just watching AHS while half covering my eyes #scared #Roanoke #nightmare #AHSRoanoke,fear,0.771,actually watch ahs half cover eye scar roanoke nightmare ahsroanoke,"['actually', 'watch', 'ahs', 'half', 'cover', 'eye', 'scar', 'roanoke', 'nightmare', 'ahsroanoke']",1
31078,Did u laugh today? Laugh hard? I hope so..we NEED laughter now. #smile #love,joy,0.56,u laugh today laugh hard hope sowe need laughter smile love,"['u', 'laugh', 'today', 'laugh', 'hard', 'hope', 'sowe', 'need', 'laughter', 'smile', 'love']",2
30498,Evening all. Don't forget it's #RobinHoodHour TONIGHT ðŸ¹\n\n #bizitalk #bizhour #southyorkshire #MansfieldHour  #sheffieldHour #NottsHour,joy,0.438,evening dont forget robinhoodhour tonight nn bizitalk bizhour southyorkshire mansfieldhour sheffieldhour nottshour,"['evening', 'dont', 'forget', 'robinhoodhour', 'tonight', 'nn', 'bizitalk', 'bizhour', 'southyorkshire', 'mansfieldhour', 'sheffieldhour', 'nottshour']",2
31212,OMG NOL i love u so so much i love ur cheery face and hugs ðŸ˜˜ðŸ˜˜ðŸ˜˜ @CRAZYmac17,joy,0.98,omg nol love u much love ur cheery face hug,"['omg', 'nol', 'love', 'u', 'much', 'love', 'ur', 'cheery', 'face', 'hug']",2
40182,I'd rather die alone then end up with somebody who can't be sober,sadness,0.66,id rather die alone end somebody cant sober,"['id', 'rather', 'die', 'alone', 'end', 'somebody', 'cant', 'sober']",3
21616,"Friday is here, and we are open tonight and tomorrow. Get a jump on your Halloween and come play with us. #hauntedattraction #tulsa #haunt",fear,0.196,friday open tonight tomorrow get jump halloween come play u hauntedattraction tulsa haunt,"['friday', 'open', 'tonight', 'tomorrow', 'get', 'jump', 'halloween', 'come', 'play', 'u', 'hauntedattraction', 'tulsa', 'haunt']",1
10105,You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,anger,0.708,complain time wonder people never want see acc rile stfuuu,"['complain', 'time', 'wonder', 'people', 'never', 'want', 'see', 'acc', 'rile', 'stfuuu']",0
10651,"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work ",anger,0.375,luck rest fall go anything like today think im go like season bestdayever magic work,"['luck', 'rest', 'fall', 'go', 'anything', 'like', 'today', 'think', 'im', 'go', 'like', 'season', 'bestdayever', 'magic', 'work']",0
10240,"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger,0.629,sex offense happen across race culture creed amp castrate,"['sex', 'offense', 'happen', 'across', 'race', 'culture', 'creed', 'amp', 'castrate']",0
40534,"It is a solemn thing, and no small scandal in the Kingdom, to see Godâ€™s children starving while seated at the Fatherâ€™s table. -AW Tozer",sadness,0.375,solemn thing small scandal kingdom see gods child starve seat fathers table aw tozer,"['solemn', 'thing', 'small', 'scandal', 'kingdom', 'see', 'gods', 'child', 'starve', 'seat', 'fathers', 'table', 'aw', 'tozer']",3
30433,@DailyMailCeleb @KTHopkins Katie I love how you describe yourself as 'normal'. Really you're anything but!  #neverchange,joy,0.479,katie love describe normal really youre anything neverchange,"['katie', 'love', 'describe', 'normal', 'really', 'youre', 'anything', 'neverchange']",2
41394,@BroggersM19 @Calum250284 He had been retired 20 minutes ago by most blues on here ðŸ˜Š,sadness,0.28,retire minute ago blue,"['retire', 'minute', 'ago', 'blue']",3
22192,Don't think I'll ever get used to this 6:30 alarm ðŸ˜©ðŸ’¤,fear,0.354,dont think ill ever get use alarm,"['dont', 'think', 'ill', 'ever', 'get', 'use', 'alarm']",1
10963,I watch Amyah throw temper tantrums when she gets mad at something and I'm just like damnit that is me and I can't do nothing but laugh ðŸ˜…,anger,0.312,watch amyah throw temper tantrum get mad something im like damnit cant nothing laugh,"['watch', 'amyah', 'throw', 'temper', 'tantrum', 'get', 'mad', 'something', 'im', 'like', 'damnit', 'cant', 'nothing', 'laugh']",0
30755,"@rubeseatsinfo from here, it's but a short step to biweekly Community Meetings over a hearty meal of soy flakes",joy,0.208,short step biweekly community meetings hearty meal soy flake,"['short', 'step', 'biweekly', 'community', 'meetings', 'hearty', 'meal', 'soy', 'flake']",2
31477,@crazace76 it looks cool and animated well for pixel art !,joy,0.458,look cool animate well pixel art,"['look', 'cool', 'animate', 'well', 'pixel', 'art']",2
10899,"Kik to trade, have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm  #bored",anger,0.241,kik trade fun conversation kik youraffair kik kikme messageme textme pic trade tradepics dm bore,"['kik', 'trade', 'fun', 'conversation', 'kik', 'youraffair', 'kik', 'kikme', 'messageme', 'textme', 'pic', 'trade', 'tradepics', 'dm', 'bore']",0
30066,"I really love the customer service @LifeProof they're always so nice, helpful and cheerful !",joy,0.808,really love customer service theyre always nice helpful cheerful,"['really', 'love', 'customer', 'service', 'theyre', 'always', 'nice', 'helpful', 'cheerful']",2
20848,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game,fear,0.354,busy cod whole network manager unityd base steamworks network gamedev indiedev amdeadtime game,"['busy', 'cod', 'whole', 'network', 'manager', 'unityd', 'base', 'steamworks', 'network', 'gamedev', 'indiedev', 'amdeadtime', 'game']",1
40145,@thatsabingo grim really,sadness,0.688,grim really,"['grim', 'really']",3
30878,"@airtelindia have some issues with my broadband bill ,I am charged for the month before I signed up with airtel.. ",joy,0.038,issue broadband bill charge month sign airtel,"['issue', 'broadband', 'bill', 'charge', 'month', 'sign', 'airtel']",2
10482,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values,anger,0.458,inner conflict happen odds honor value priority anger innerconflict conflict value,"['inner', 'conflict', 'happen', 'odds', 'honor', 'value', 'priority', 'anger', 'innerconflict', 'conflict', 'value']",0
10238,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,anger,0.583,get angry tell would year old guy look girl like felt offend,"['get', 'angry', 'tell', 'would', 'year', 'old', 'guy', 'look', 'girl', 'like', 'felt', 'offend']",0
10306,@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended,anger,0.421,lowkey forget twitter dont follow back im gon na offend,"['lowkey', 'forget', 'twitter', 'dont', 'follow', 'back', 'im', 'gon', 'na', 'offend']",0
20284,We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16,fear,0.63,discipleship training detox something messy cutoff choosefreedom cryout,"['discipleship', 'training', 'detox', 'something', 'messy', 'cutoff', 'choosefreedom', 'cryout']",1
21115,@casillasbreanna awe thanks girl ðŸ˜ŠðŸ˜Š,fear,0.146,awe thanks girl,"['awe', 'thanks', 'girl']",1
40743,The difference between someone's selfies when they're happy vs. unhappy is absolutely amazing.,sadness,0.208,difference someone selfies theyre happy v unhappy absolutely amazing,"['difference', 'someone', 'selfies', 'theyre', 'happy', 'v', 'unhappy', 'absolutely', 'amazing']",3
11063,Police don't wanna be called pigs but they keep actin like em....honestly that's even an insult to pigs,anger,0.84,police dont wan na call pig keep actin like emhonestly thats even insult pig,"['police', 'dont', 'wan', 'na', 'call', 'pig', 'keep', 'actin', 'like', 'emhonestly', 'thats', 'even', 'insult', 'pig']",0
21204,I have been seeing terrible terrible prescriptions this week. What's going on?,fear,0.438,see terrible terrible prescription week whats go,"['see', 'terrible', 'terrible', 'prescription', 'week', 'whats', 'go']",1
10209,Taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.,anger,0.625,taking break wedding rage general stupidity certain people internet,"['taking', 'break', 'wedding', 'rage', 'general', 'stupidity', 'certain', 'people', 'internet']",0
22127,@value4tax @Hopkins_Alison That part of Queensbury is a shocking disgrace. The route from the station to Morrisons is festooned with rubbish,fear,0.467,part queensbury shock disgrace route station morrisons festoon rubbish,"['part', 'queensbury', 'shock', 'disgrace', 'route', 'station', 'morrisons', 'festoon', 'rubbish']",1
31362,Some People hate nothing more than a happy confident person. Never mind  #confident,joy,0.318,people hate nothing happy confident person never mind confident,"['people', 'hate', 'nothing', 'happy', 'confident', 'person', 'never', 'mind', 'confident']",2
30667,"@CNBCFastMoney Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it...@HillaryClinton liarthiefscoundrel",joy,0.3,harwood gleeful new number bet money reportinglook lose liarthiefscoundrel,"['harwood', 'gleeful', 'new', 'number', 'bet', 'money', 'reportinglook', 'lose', 'liarthiefscoundrel']",2
10468,"@m_t_f_72 I'm not surprised, I would be fuming! ðŸ˜¤",anger,0.479,im surprise would fume,"['im', 'surprise', 'would', 'fume']",0
20512,What a horrible track lakeside is ðŸ˜³ðŸ˜³ðŸ˜´ðŸ˜´,fear,0.521,horrible track lakeside,"['horrible', 'track', 'lakeside']",1
20736,Mary astounded there at the concept of having leftover milk at the end of your cereal #GBBO,fear,0.417,mary astound concept leftover milk end cereal gbbo,"['mary', 'astound', 'concept', 'leftover', 'milk', 'end', 'cereal', 'gbbo']",1
31290,"WHY TF DO BROKE BOYS KEEP TRYNA FIND GF's? GET UR FUCKIN $$$ RIGHT B4 I SMACK YO BITCHASS, she deserves 2be happy &amp; u don't deserve that ass",joy,0.058,tf broke boys keep tryna find gfs get ur fuckin right b smack yo bitchass deserve happy amp u dont deserve,"['tf', 'broke', 'boys', 'keep', 'tryna', 'find', 'gfs', 'get', 'ur', 'fuckin', 'right', 'b', 'smack', 'yo', 'bitchass', 'deserve', 'happy', 'amp', 'u', 'dont', 'deserve']",2
21490,something incredibly terrible about my life is i'm 23 years old and still suffering through group projects..........,fear,0.75,something incredibly terrible life im year old still suffer group project,"['something', 'incredibly', 'terrible', 'life', 'im', 'year', 'old', 'still', 'suffer', 'group', 'project']",1
10287,Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18,anger,0.562,worst juror ever michelle nicoles big threat bb,"['worst', 'juror', 'ever', 'michelle', 'nicoles', 'big', 'threat', 'bb']",0
31264,"And the weathers so breezy, man why can't life always be this easy?",joy,0.5,weather breezy man cant life always easy,"['weather', 'breezy', 'man', 'cant', 'life', 'always', 'easy']",2
31238,Well that was exhilarating. I didn't know you could have goosebumps for 2 hrs 5m straight.,joy,0.596,well exhilarate didnt know could goosebump hr straight,"['well', 'exhilarate', 'didnt', 'know', 'could', 'goosebump', 'hr', 'straight']",2
11511,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder #offended,anger,0.854,earth projection good happy true soul poisonous fuck snake patronus adder offend,"['earth', 'projection', 'good', 'happy', 'true', 'soul', 'poisonous', 'fuck', 'snake', 'patronus', 'adder', 'offend']",0
10786,@NessaMatthews he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.,anger,0.271,perfect even way sort resent suspect lead double life perfect,"['perfect', 'even', 'way', 'sort', 'resent', 'suspect', 'lead', 'double', 'life', 'perfect']",0
21735,You shake like that?,fear,0.292,shake like,"['shake', 'like']",1
10457,@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical),anger,0.479,turn rather fiery gg radical,"['turn', 'rather', 'fiery', 'gg', 'radical']",0
11541,"Being #relentless is absolutely the only way to success. Never, ever, ever give up!",anger,0.271,relentless absolutely way success never ever ever give,"['relentless', 'absolutely', 'way', 'success', 'never', 'ever', 'ever', 'give']",0
21526,Popufurs make posts like 'opening commissions in an hour get a slot while you can' and I'm like sitting here in awe at that sort of demand,fear,0.423,popufurs make post like open commission hour get slot im like sit awe sort demand,"['popufurs', 'make', 'post', 'like', 'open', 'commission', 'hour', 'get', 'slot', 'im', 'like', 'sit', 'awe', 'sort', 'demand']",1
40301,I mourn the creativity lost.,sadness,0.562,mourn creativity lose,"['mourn', 'creativity', 'lose']",3
41279,"someone explain female human beings to me, they're depressing me ._.",sadness,0.812,someone explain female human theyre depress,"['someone', 'explain', 'female', 'human', 'theyre', 'depress']",3
21011,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke,fear,0.269,usa embarrass watch last time guy win game horrible joke,"['usa', 'embarrass', 'watch', 'last', 'time', 'guy', 'win', 'game', 'horrible', 'joke']",1
22156,@Simon_Barrett I will watch @BlairWitchMovie when it opens in Mexico in a week. Thank you for making it and don't be discouraged.,fear,0.271,watch open mexico week thank make dont discourage,"['watch', 'open', 'mexico', 'week', 'thank', 'make', 'dont', 'discourage']",1
31507,Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded,joy,0.438,try find good negative negative turn goodnanxietyrelief optimism openminded,"['try', 'find', 'good', 'negative', 'negative', 'turn', 'goodnanxietyrelief', 'optimism', 'openminded']",2
20729,@Lillie_Billy don't worry me and my mans @JJB1Owens gave him a piece of our mind,fear,0.417,dont worry man give piece mind,"['dont', 'worry', 'man', 'give', 'piece', 'mind']",1
10066,my mom cut my phone off and I'm so furious ðŸ¤—,anger,0.75,mom cut phone im furious,"['mom', 'cut', 'phone', 'im', 'furious']",0
31368,jstor's lingua obscura articles are always such a delight,joy,0.58,jstors lingua obscura article always delight,"['jstors', 'lingua', 'obscura', 'article', 'always', 'delight']",2
40827,A3: But chronic sadness may mean there are underlying issues than getting sad occassionally over a particular issue (2/2) #mhchat,sadness,0.562,chronic sadness may mean underlie issue get sad occassionally particular issue mhchat,"['chronic', 'sadness', 'may', 'mean', 'underlie', 'issue', 'get', 'sad', 'occassionally', 'particular', 'issue', 'mhchat']",3
20254,a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +,fear,0.646,panic attack call real fan make mad like dont even word explain people give,"['panic', 'attack', 'call', 'real', 'fan', 'make', 'mad', 'like', 'dont', 'even', 'word', 'explain', 'people', 'give']",1
30149,#ukedchat A4 Just go outside (or to the gym hall) and play! \n #education  #learning,joy,0.688,ukedchat go outside gym hall play n education learning,"['ukedchat', 'go', 'outside', 'gym', 'hall', 'play', 'n', 'education', 'learning']",2
10823,I need to stop second guess myself and just go with the first thought and go with it. ,anger,0.208,need stop second guess go first thought go,"['need', 'stop', 'second', 'guess', 'go', 'first', 'thought', 'go']",0
20144,@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a #nightmare!!  #disgusted,fear,0.729,car rental make realize always use nightmare disgust,"['car', 'rental', 'make', 'realize', 'always', 'use', 'nightmare', 'disgust']",1
20921,Omg he kissed herðŸ™ˆ #shy #w,fear,0.312,omg kiss shy w,"['omg', 'kiss', 'shy', 'w']",1
30674,"With that draw, the scum must be rubbing their hands with glee! Typical draw for the Woolwich lot!!! #jammygunnerscum",joy,0.292,draw scum must rub hand glee typical draw woolwich lot jammygunnerscum,"['draw', 'scum', 'must', 'rub', 'hand', 'glee', 'typical', 'draw', 'woolwich', 'lot', 'jammygunnerscum']",2
20542,We express our deep concern about the suspension of   @MohammedSomaa01  please reactivate it. he never violated T.roles @Support,fear,0.5,express deep concern suspension please reactivate never violate troles,"['express', 'deep', 'concern', 'suspension', 'please', 'reactivate', 'never', 'violate', 'troles']",1
41003,@BBCTomEnglish @TimesSport And the dreadful Franglaise.,sadness,0.345,dreadful franglaise,"['dreadful', 'franglaise']",3
21433,"@Varneyco @SheriffClarke I agree. Rioters destroy property, injure citizens, and threaten lives. We need a zero tolerance policy on riots.",fear,0.688,agree rioters destroy property injure citizen threaten live need zero tolerance policy riot,"['agree', 'rioters', 'destroy', 'property', 'injure', 'citizen', 'threaten', 'live', 'need', 'zero', 'tolerance', 'policy', 'riot']",1
20550,i wanna passion and fear,fear,0.5,wan na passion fear,"['wan', 'na', 'passion', 'fear']",1
40572,@marielleblaine8 @princesskeilani I told pine I didn't want it so I didn't have to have it,sadness,0.354,tell pine didnt want didnt,"['tell', 'pine', 'didnt', 'want', 'didnt']",3
21906,When @idinamenzel says she's releasing more #IdinaParty tickets and you set an alarm to not miss it... #fingerscrossed #Idina.,fear,0.409,say shes release idinaparty ticket set alarm miss fingerscrossed idina,"['say', 'shes', 'release', 'idinaparty', 'ticket', 'set', 'alarm', 'miss', 'fingerscrossed', 'idina']",1
11314,Time wounds all heels.\n\n#DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge #grudge #hate #time #funny #politics #Trump #POTUS2016,anger,0.438,time wound heelsnndrunkjesus rt lol wisdom quote comedy self revenge grudge hate time funny politics trump potus,"['time', 'wound', 'heelsnndrunkjesus', 'rt', 'lol', 'wisdom', 'quote', 'comedy', 'self', 'revenge', 'grudge', 'hate', 'time', 'funny', 'politics', 'trump', 'potus']",0
21849,ðŸ™ƒ back to school aka back to social anxiety ðŸ™ƒ,fear,0.771,back school aka back social anxiety,"['back', 'school', 'aka', 'back', 'social', 'anxiety']",1
31094,"ninaturner: Mine too. With what is happening in country, I needed this moment of levity bernblade LisaVikingstad",joy,0.271,ninaturner mine happen country need moment levity bernblade lisavikingstad,"['ninaturner', 'mine', 'happen', 'country', 'need', 'moment', 'levity', 'bernblade', 'lisavikingstad']",2
11358,My anger is boiling over.,anger,0.75,anger boil,"['anger', 'boil']",0
10259,@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,anger,0.583,specific amp intentional way part intention provoke conversation around systemic racism towards black,"['specific', 'amp', 'intentional', 'way', 'part', 'intention', 'provoke', 'conversation', 'around', 'systemic', 'racism', 'towards', 'black']",0
40733,"Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12",sadness,0.216,joyful hope patient affliction faithful prayer romans,"['joyful', 'hope', 'patient', 'affliction', 'faithful', 'prayer', 'romans']",3
31329,its been ages since ive had shawarma my stomach is #rejoicing,joy,0.606,age since ive shawarma stomach rejoice,"['age', 'since', 'ive', 'shawarma', 'stomach', 'rejoice']",2
21730,Editing a father of the bride speech. At 3 minutes in she tells him to wrap it up. He goes on for 12 more minutes. #nightmare,fear,0.667,editing father bride speech minute tell wrap go minute nightmare,"['editing', 'father', 'bride', 'speech', 'minute', 'tell', 'wrap', 'go', 'minute', 'nightmare']",1
20249,Look at this #massiah of #youngleader\n#Pakistan #massiah of #terrorism,fear,0.66,look massiah youngleadernpakistan massiah terrorism,"['look', 'massiah', 'youngleadernpakistan', 'massiah', 'terrorism']",1
21572,"When's it all finished, you will discover that it was never random! #thoughts  #CrossoverLife",fear,0.354,whens finish discover never random thought crossoverlife,"['whens', 'finish', 'discover', 'never', 'random', 'thought', 'crossoverlife']",1
30884,@billie21806 @cnnbrk tell that to your bodies cheering on the deaths of black people by cops. their fear is killing us.,joy,0.1,tell body cheer death black people cop fear kill u,"['tell', 'body', 'cheer', 'death', 'black', 'people', 'cop', 'fear', 'kill', 'u']",2
20475,On a side note if you are self medicating ? That's not helping that is burying the anxiety that WILL manifest in another way. Heart disease?,fear,0.54,side note self medicate thats help bury anxiety manifest another way heart disease,"['side', 'note', 'self', 'medicate', 'thats', 'help', 'bury', 'anxiety', 'manifest', 'another', 'way', 'heart', 'disease']",1
40427,@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!,sadness,0.458,doom gloom want hear lovely thing airbnb,"['doom', 'gloom', 'want', 'hear', 'lovely', 'thing', 'airbnb']",3
11641,@Andy1129298 @hopheaddarrell fingers of fury!,anger,0.583,finger fury,"['finger', 'fury']",0
20417,He: u r beautiful\nShe:i hve a bf\n\nSame as \n\n#India :u guys r #terrorist\n#Pak:we have #nuclear #missiles.\n\n#IndianArmy #terror,fear,0.562,u r beautifulnshei hve bfnnsame nnindia u guy r terroristnpakwe nuclear missilesnnindianarmy terror,"['u', 'r', 'beautifulnshei', 'hve', 'bfnnsame', 'nnindia', 'u', 'guy', 'r', 'terroristnpakwe', 'nuclear', 'missilesnnindianarmy', 'terror']",1
10325,"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs",anger,0.542,little nose irritation little chill body im flu flu flu fallsongs,"['little', 'nose', 'irritation', 'little', 'chill', 'body', 'im', 'flu', 'flu', 'flu', 'fallsongs']",0
